Sexo;Nacionalidad;Edad;Número de delitos;Periodo;Total
Mujeres;Total;De 36 a 40 años;Condenados con tres delitos;2021;284
Mujeres;Total;De 36 a 40 años;Condenados con tres delitos;2020;195
Mujeres;Total;De 36 a 40 años;Condenados con tres delitos;2019;263
Mujeres;Total;De 36 a 40 años;Condenados con tres delitos;2018;289
Mujeres;Total;De 36 a 40 años;Condenados con tres delitos;2017;233
Mujeres;Total;De 36 a 40 años;Condenados con tres delitos;2016;185
Mujeres;Total;De 36 a 40 años;Condenados con tres delitos;2015;102
Mujeres;Total;De 36 a 40 años;Condenados con tres delitos;2014;71
Mujeres;Total;De 36 a 40 años;Condenados con tres delitos;2013;65
Mujeres;Total;De 36 a 40 años;Condenados con cuatro o más delitos;2021;279
Mujeres;Total;De 36 a 40 años;Condenados con cuatro o más delitos;2020;160
Mujeres;Total;De 36 a 40 años;Condenados con cuatro o más delitos;2019;285
Mujeres;Total;De 36 a 40 años;Condenados con cuatro o más delitos;2018;271
Mujeres;Total;De 36 a 40 años;Condenados con cuatro o más delitos;2017;218
Mujeres;Total;De 36 a 40 años;Condenados con cuatro o más delitos;2016;181
Mujeres;Total;De 36 a 40 años;Condenados con cuatro o más delitos;2015;56
Mujeres;Total;De 36 a 40 años;Condenados con cuatro o más delitos;2014;33
Mujeres;Total;De 36 a 40 años;Condenados con cuatro o más delitos;2013;30
Mujeres;Total;De 41 a 50 años;Total;2021;11.647
Mujeres;Total;De 41 a 50 años;Total;2020;9.234
Mujeres;Total;De 41 a 50 años;Total;2019;12.005
Mujeres;Total;De 41 a 50 años;Total;2018;11.750
Mujeres;Total;De 41 a 50 años;Total;2017;11.341
Mujeres;Total;De 41 a 50 años;Total;2016;9.902
Mujeres;Total;De 41 a 50 años;Total;2015;6.178
Mujeres;Total;De 41 a 50 años;Total;2014;4.995
Mujeres;Total;De 41 a 50 años;Total;2013;4.683
Mujeres;Total;De 41 a 50 años;Condenados con un delito;2021;9.308
Mujeres;Total;De 41 a 50 años;Condenados con un delito;2020;7.496
Mujeres;Total;De 41 a 50 años;Condenados con un delito;2019;9.622
Mujeres;Total;De 41 a 50 años;Condenados con un delito;2018;9.598
Mujeres;Total;De 41 a 50 años;Condenados con un delito;2017;9.332
Mujeres;Total;De 41 a 50 años;Condenados con un delito;2016;8.262
Mujeres;Total;De 41 a 50 años;Condenados con un delito;2015;5.273
Mujeres;Total;De 41 a 50 años;Condenados con un delito;2014;4.315
Mujeres;Total;De 41 a 50 años;Condenados con un delito;2013;4.047
Mujeres;Total;De 41 a 50 años;Condenados con dos delitos;2021;1.585
Mujeres;Total;De 41 a 50 años;Condenados con dos delitos;2020;1.219
Mujeres;Total;De 41 a 50 años;Condenados con dos delitos;2019;1.591
Mujeres;Total;De 41 a 50 años;Condenados con dos delitos;2018;1.443
Mujeres;Total;De 41 a 50 años;Condenados con dos delitos;2017;1.384
Mujeres;Total;De 41 a 50 años;Condenados con dos delitos;2016;1.162
Mujeres;Total;De 41 a 50 años;Condenados con dos delitos;2015;702
Mujeres;Total;De 41 a 50 años;Condenados con dos delitos;2014;520
Mujeres;Total;De 41 a 50 años;Condenados con dos delitos;2013;514
Mujeres;Total;De 41 a 50 años;Condenados con tres delitos;2021;432
Mujeres;Total;De 41 a 50 años;Condenados con tres delitos;2020;280
Mujeres;Total;De 41 a 50 años;Condenados con tres delitos;2019;393
Mujeres;Total;De 41 a 50 años;Condenados con tres delitos;2018;371
Mujeres;Total;De 41 a 50 años;Condenados con tres delitos;2017;349
Mujeres;Total;De 41 a 50 años;Condenados con tres delitos;2016;253
Mujeres;Total;De 41 a 50 años;Condenados con tres delitos;2015;132
Mujeres;Total;De 41 a 50 años;Condenados con tres delitos;2014;115
Mujeres;Total;De 41 a 50 años;Condenados con tres delitos;2013;78
Mujeres;Total;De 41 a 50 años;Condenados con cuatro o más delitos;2021;322
Mujeres;Total;De 41 a 50 años;Condenados con cuatro o más delitos;2020;239
Mujeres;Total;De 41 a 50 años;Condenados con cuatro o más delitos;2019;399
Mujeres;Total;De 41 a 50 años;Condenados con cuatro o más delitos;2018;338
Mujeres;Total;De 41 a 50 años;Condenados con cuatro o más delitos;2017;276
Mujeres;Total;De 41 a 50 años;Condenados con cuatro o más delitos;2016;225
Mujeres;Total;De 41 a 50 años;Condenados con cuatro o más delitos;2015;71
Mujeres;Total;De 41 a 50 años;Condenados con cuatro o más delitos;2014;45
Mujeres;Total;De 41 a 50 años;Condenados con cuatro o más delitos;2013;44
Mujeres;Total;De 51 a 60 años;Total;2021;5.891
Mujeres;Total;De 51 a 60 años;Total;2020;4.430
Mujeres;Total;De 51 a 60 años;Total;2019;6.000
Mujeres;Total;De 51 a 60 años;Total;2018;5.487
Mujeres;Total;De 51 a 60 años;Total;2017;5.427
Mujeres;Total;De 51 a 60 años;Total;2016;4.545
Mujeres;Total;De 51 a 60 años;Total;2015;2.400
Mujeres;Total;De 51 a 60 años;Total;2014;1.833
Mujeres;Total;De 51 a 60 años;Total;2013;1.570
Mujeres;Total;De 51 a 60 años;Condenados con un delito;2021;4.909
Mujeres;Total;De 51 a 60 años;Condenados con un delito;2020;3.759
Mujeres;Total;De 51 a 60 años;Condenados con un delito;2019;5.026
Mujeres;Total;De 51 a 60 años;Condenados con un delito;2018;4.695
Mujeres;Total;De 51 a 60 años;Condenados con un delito;2017;4.660
Mujeres;Total;De 51 a 60 años;Condenados con un delito;2016;3.920
Mujeres;Total;De 51 a 60 años;Condenados con un delito;2015;2.138
Mujeres;Total;De 51 a 60 años;Condenados con un delito;2014;1.595
Mujeres;Total;De 51 a 60 años;Condenados con un delito;2013;1.387
Mujeres;Total;De 51 a 60 años;Condenados con dos delitos;2021;676
Mujeres;Total;De 51 a 60 años;Condenados con dos delitos;2020;501
Mujeres;Total;De 51 a 60 años;Condenados con dos delitos;2019;697
Mujeres;Total;De 51 a 60 años;Condenados con dos delitos;2018;568
Mujeres;Total;De 51 a 60 años;Condenados con dos delitos;2017;565
Mujeres;Total;De 51 a 60 años;Condenados con dos delitos;2016;461
Mujeres;Total;De 51 a 60 años;Condenados con dos delitos;2015;219
Mujeres;Total;De 51 a 60 años;Condenados con dos delitos;2014;206
Mujeres;Total;De 51 a 60 años;Condenados con dos delitos;2013;148
Mujeres;Total;De 51 a 60 años;Condenados con tres delitos;2021;162
Mujeres;Total;De 51 a 60 años;Condenados con tres delitos;2020;101
Mujeres;Total;De 51 a 60 años;Condenados con tres delitos;2019;157
Mujeres;Total;De 51 a 60 años;Condenados con tres delitos;2018;119
Mujeres;Total;De 51 a 60 años;Condenados con tres delitos;2017;118
Mujeres;Total;De 51 a 60 años;Condenados con tres delitos;2016;100
Mujeres;Total;De 51 a 60 años;Condenados con tres delitos;2015;26
Mujeres;Total;De 51 a 60 años;Condenados con tres delitos;2014;23
Mujeres;Total;De 51 a 60 años;Condenados con tres delitos;2013;25
Mujeres;Total;De 51 a 60 años;Condenados con cuatro o más delitos;2021;144
Mujeres;Total;De 51 a 60 años;Condenados con cuatro o más delitos;2020;69
Mujeres;Total;De 51 a 60 años;Condenados con cuatro o más delitos;2019;120
Mujeres;Total;De 51 a 60 años;Condenados con cuatro o más delitos;2018;105
Mujeres;Total;De 51 a 60 años;Condenados con cuatro o más delitos;2017;84
Mujeres;Total;De 51 a 60 años;Condenados con cuatro o más delitos;2016;64
Mujeres;Total;De 51 a 60 años;Condenados con cuatro o más delitos;2015;17
Mujeres;Total;De 51 a 60 años;Condenados con cuatro o más delitos;2014;9
Mujeres;Total;De 51 a 60 años;Condenados con cuatro o más delitos;2013;10
Mujeres;Total;De 61 a 70 años;Total;2021;2.013
Mujeres;Total;De 61 a 70 años;Total;2020;1.652
Mujeres;Total;De 61 a 70 años;Total;2019;2.297
Mujeres;Total;De 61 a 70 años;Total;2018;2.018
Mujeres;Total;De 61 a 70 años;Total;2017;2.037
Mujeres;Total;De 61 a 70 años;Total;2016;1.598
Mujeres;Total;De 61 a 70 años;Total;2015;683
Mujeres;Total;De 61 a 70 años;Total;2014;507
Mujeres;Total;De 61 a 70 años;Total;2013;417
Mujeres;Total;De 61 a 70 años;Condenados con un delito;2021;1.765
Mujeres;Total;De 61 a 70 años;Condenados con un delito;2020;1.454
Mujeres;Total;De 61 a 70 años;Condenados con un delito;2019;2.005
Mujeres;Total;De 61 a 70 años;Condenados con un delito;2018;1.781
Mujeres;Total;De 61 a 70 años;Condenados con un delito;2017;1.811
Mujeres;Total;De 61 a 70 años;Condenados con un delito;2016;1.443
Mujeres;Total;De 61 a 70 años;Condenados con un delito;2015;611
Mujeres;Total;De 61 a 70 años;Condenados con un delito;2014;455
Mujeres;Total;De 61 a 70 años;Condenados con un delito;2013;376
Mujeres;Total;De 61 a 70 años;Condenados con dos delitos;2021;192
Mujeres;Total;De 61 a 70 años;Condenados con dos delitos;2020;156
Mujeres;Total;De 61 a 70 años;Condenados con dos delitos;2019;225
Mujeres;Total;De 61 a 70 años;Condenados con dos delitos;2018;191
Mujeres;Total;De 61 a 70 años;Condenados con dos delitos;2017;186
Mujeres;Total;De 61 a 70 años;Condenados con dos delitos;2016;129
Mujeres;Total;De 61 a 70 años;Condenados con dos delitos;2015;64
Mujeres;Total;De 61 a 70 años;Condenados con dos delitos;2014;46
Mujeres;Total;De 61 a 70 años;Condenados con dos delitos;2013;34
Mujeres;Total;De 61 a 70 años;Condenados con tres delitos;2021;34
Mujeres;Total;De 61 a 70 años;Condenados con tres delitos;2020;27
Mujeres;Total;De 61 a 70 años;Condenados con tres delitos;2019;39
Mujeres;Total;De 61 a 70 años;Condenados con tres delitos;2018;24
Mujeres;Total;De 61 a 70 años;Condenados con tres delitos;2017;25
Mujeres;Total;De 61 a 70 años;Condenados con tres delitos;2016;18
Mujeres;Total;De 61 a 70 años;Condenados con tres delitos;2015;4
Mujeres;Total;De 61 a 70 años;Condenados con tres delitos;2014;3
Mujeres;Total;De 61 a 70 años;Condenados con tres delitos;2013;6
Mujeres;Total;De 61 a 70 años;Condenados con cuatro o más delitos;2021;22
Mujeres;Total;De 61 a 70 años;Condenados con cuatro o más delitos;2020;15
Mujeres;Total;De 61 a 70 años;Condenados con cuatro o más delitos;2019;28
Mujeres;Total;De 61 a 70 años;Condenados con cuatro o más delitos;2018;22
Mujeres;Total;De 61 a 70 años;Condenados con cuatro o más delitos;2017;15
Mujeres;Total;De 61 a 70 años;Condenados con cuatro o más delitos;2016;8
Mujeres;Total;De 61 a 70 años;Condenados con cuatro o más delitos;2015;4
Mujeres;Total;De 61 a 70 años;Condenados con cuatro o más delitos;2014;3
Mujeres;Total;De 61 a 70 años;Condenados con cuatro o más delitos;2013;1
Mujeres;Total;71 y más años;Total;2021;749
Mujeres;Total;71 y más años;Total;2020;574
Mujeres;Total;71 y más años;Total;2019;778
Mujeres;Total;71 y más años;Total;2018;722
Mujeres;Total;71 y más años;Total;2017;710
Mujeres;Total;71 y más años;Total;2016;548
Mujeres;Total;71 y más años;Total;2015;203
Mujeres;Total;71 y más años;Total;2014;121
Mujeres;Total;71 y más años;Total;2013;114
Mujeres;Total;71 y más años;Condenados con un delito;2021;676
Mujeres;Total;71 y más años;Condenados con un delito;2020;524
Mujeres;Total;71 y más años;Condenados con un delito;2019;685
Mujeres;Total;71 y más años;Condenados con un delito;2018;648
Mujeres;Total;71 y más años;Condenados con un delito;2017;651
Mujeres;Total;71 y más años;Condenados con un delito;2016;502
Mujeres;Total;71 y más años;Condenados con un delito;2015;190
Mujeres;Total;71 y más años;Condenados con un delito;2014;108
Mujeres;Total;71 y más años;Condenados con un delito;2013;103
Mujeres;Total;71 y más años;Condenados con dos delitos;2021;61
Mujeres;Total;71 y más años;Condenados con dos delitos;2020;45
Mujeres;Total;71 y más años;Condenados con dos delitos;2019;74
Mujeres;Total;71 y más años;Condenados con dos delitos;2018;60
Mujeres;Total;71 y más años;Condenados con dos delitos;2017;48
Mujeres;Total;71 y más años;Condenados con dos delitos;2016;39
Mujeres;Total;71 y más años;Condenados con dos delitos;2015;10
Mujeres;Total;71 y más años;Condenados con dos delitos;2014;11
Mujeres;Total;71 y más años;Condenados con dos delitos;2013;9
Mujeres;Total;71 y más años;Condenados con tres delitos;2021;7
Mujeres;Total;71 y más años;Condenados con tres delitos;2020;3
Mujeres;Total;71 y más años;Condenados con tres delitos;2019;11
Mujeres;Total;71 y más años;Condenados con tres delitos;2018;9
Mujeres;Total;71 y más años;Condenados con tres delitos;2017;5
Mujeres;Total;71 y más años;Condenados con tres delitos;2016;4
Mujeres;Total;71 y más años;Condenados con tres delitos;2015;2
Mujeres;Total;71 y más años;Condenados con tres delitos;2014;2
Mujeres;Total;71 y más años;Condenados con tres delitos;2013;2
Mujeres;Total;71 y más años;Condenados con cuatro o más delitos;2021;5
Mujeres;Total;71 y más años;Condenados con cuatro o más delitos;2020;2
Mujeres;Total;71 y más años;Condenados con cuatro o más delitos;2019;8
Mujeres;Total;71 y más años;Condenados con cuatro o más delitos;2018;5
Mujeres;Total;71 y más años;Condenados con cuatro o más delitos;2017;6
Mujeres;Total;71 y más años;Condenados con cuatro o más delitos;2016;3
Mujeres;Total;71 y más años;Condenados con cuatro o más delitos;2015;1
Mujeres;Total;71 y más años;Condenados con cuatro o más delitos;2014;0
Mujeres;Total;71 y más años;Condenados con cuatro o más delitos;2013;0
Mujeres;Española;Total ;Total;2021;43.029
Mujeres;Española;Total ;Total;2020;33.760
Mujeres;Española;Total ;Total;2019;45.971
Mujeres;Española;Total ;Total;2018;46.649
Mujeres;Española;Total ;Total;2017;47.179
Mujeres;Española;Total ;Total;2016;41.233
Mujeres;Española;Total ;Total;2015;25.245
Mujeres;Española;Total ;Total;2014;21.446
Mujeres;Española;Total ;Total;2013;19.356
Mujeres;Española;Total ;Condenados con un delito;2021;34.367
Mujeres;Española;Total ;Condenados con un delito;2020;27.568
Mujeres;Española;Total ;Condenados con un delito;2019;37.238
Mujeres;Española;Total ;Condenados con un delito;2018;38.252
Mujeres;Española;Total ;Condenados con un delito;2017;39.233
Mujeres;Española;Total ;Condenados con un delito;2016;34.655
Mujeres;Española;Total ;Condenados con un delito;2015;21.768
Mujeres;Española;Total ;Condenados con un delito;2014;18.554
Mujeres;Española;Total ;Condenados con un delito;2013;17.040
Mujeres;Española;Total ;Condenados con dos delitos;2021;5.745
Mujeres;Española;Total ;Condenados con dos delitos;2020;4.323
Mujeres;Española;Total ;Condenados con dos delitos;2019;5.906
Mujeres;Española;Total ;Condenados con dos delitos;2018;5.631
Mujeres;Española;Total ;Condenados con dos delitos;2017;5.452
Mujeres;Española;Total ;Condenados con dos delitos;2016;4.577
Mujeres;Española;Total ;Condenados con dos delitos;2015;2.723
Mujeres;Española;Total ;Condenados con dos delitos;2014;2.261
Mujeres;Española;Total ;Condenados con dos delitos;2013;1.840
Mujeres;Española;Total ;Condenados con tres delitos;2021;1.555
Mujeres;Española;Total ;Condenados con tres delitos;2020;1.021
Mujeres;Española;Total ;Condenados con tres delitos;2019;1.422
Mujeres;Española;Total ;Condenados con tres delitos;2018;1.387
Mujeres;Española;Total ;Condenados con tres delitos;2017;1.308
Mujeres;Española;Total ;Condenados con tres delitos;2016;1.084
Mujeres;Española;Total ;Condenados con tres delitos;2015;481
Mujeres;Española;Total ;Condenados con tres delitos;2014;421
Mujeres;Española;Total ;Condenados con tres delitos;2013;320
Mujeres;Española;Total ;Condenados con cuatro o más delitos;2021;1.362
Mujeres;Española;Total ;Condenados con cuatro o más delitos;2020;848
Mujeres;Española;Total ;Condenados con cuatro o más delitos;2019;1.405
Mujeres;Española;Total ;Condenados con cuatro o más delitos;2018;1.379
Mujeres;Española;Total ;Condenados con cuatro o más delitos;2017;1.186
Mujeres;Española;Total ;Condenados con cuatro o más delitos;2016;917
Mujeres;Española;Total ;Condenados con cuatro o más delitos;2015;273
Mujeres;Española;Total ;Condenados con cuatro o más delitos;2014;210
Mujeres;Española;Total ;Condenados con cuatro o más delitos;2013;156
Mujeres;Española;De 18 a 20 años;Total;2021;3.710
Mujeres;Española;De 18 a 20 años;Total;2020;3.007
Mujeres;Española;De 18 a 20 años;Total;2019;4.236
Mujeres;Española;De 18 a 20 años;Total;2018;4.569
Mujeres;Española;De 18 a 20 años;Total;2017;4.945
Mujeres;Española;De 18 a 20 años;Total;2016;4.093
Mujeres;Española;De 18 a 20 años;Total;2015;2.237
Mujeres;Española;De 18 a 20 años;Total;2014;1.936
Mujeres;Española;De 18 a 20 años;Total;2013;1.742
Mujeres;Española;De 18 a 20 años;Condenados con un delito;2021;2.989
Mujeres;Española;De 18 a 20 años;Condenados con un delito;2020;2.510
Mujeres;Española;De 18 a 20 años;Condenados con un delito;2019;3.613
Mujeres;Española;De 18 a 20 años;Condenados con un delito;2018;3.878
Mujeres;Española;De 18 a 20 años;Condenados con un delito;2017;4.338
Mujeres;Española;De 18 a 20 años;Condenados con un delito;2016;3.571
Mujeres;Española;De 18 a 20 años;Condenados con un delito;2015;1.988
Mujeres;Española;De 18 a 20 años;Condenados con un delito;2014;1.696
Mujeres;Española;De 18 a 20 años;Condenados con un delito;2013;1.608
Mujeres;Española;De 18 a 20 años;Condenados con dos delitos;2021;454
Mujeres;Española;De 18 a 20 años;Condenados con dos delitos;2020;350
Mujeres;Española;De 18 a 20 años;Condenados con dos delitos;2019;453
Mujeres;Española;De 18 a 20 años;Condenados con dos delitos;2018;463
Mujeres;Española;De 18 a 20 años;Condenados con dos delitos;2017;411
Mujeres;Española;De 18 a 20 años;Condenados con dos delitos;2016;371
Mujeres;Española;De 18 a 20 años;Condenados con dos delitos;2015;200
Mujeres;Española;De 18 a 20 años;Condenados con dos delitos;2014;182
Mujeres;Española;De 18 a 20 años;Condenados con dos delitos;2013;108
Mujeres;Española;De 18 a 20 años;Condenados con tres delitos;2021;148
Mujeres;Española;De 18 a 20 años;Condenados con tres delitos;2020;74
Mujeres;Española;De 18 a 20 años;Condenados con tres delitos;2019;87
Mujeres;Española;De 18 a 20 años;Condenados con tres delitos;2018;115
Mujeres;Española;De 18 a 20 años;Condenados con tres delitos;2017;106
Mujeres;Española;De 18 a 20 años;Condenados con tres delitos;2016;81
Mujeres;Española;De 18 a 20 años;Condenados con tres delitos;2015;32
Mujeres;Española;De 18 a 20 años;Condenados con tres delitos;2014;35
Mujeres;Española;De 18 a 20 años;Condenados con tres delitos;2013;20
Mujeres;Española;De 18 a 20 años;Condenados con cuatro o más delitos;2021;119
Mujeres;Española;De 18 a 20 años;Condenados con cuatro o más delitos;2020;73
Mujeres;Española;De 18 a 20 años;Condenados con cuatro o más delitos;2019;83
Mujeres;Española;De 18 a 20 años;Condenados con cuatro o más delitos;2018;113
Mujeres;Española;De 18 a 20 años;Condenados con cuatro o más delitos;2017;90
Mujeres;Española;De 18 a 20 años;Condenados con cuatro o más delitos;2016;70
Mujeres;Española;De 18 a 20 años;Condenados con cuatro o más delitos;2015;17
Mujeres;Española;De 18 a 20 años;Condenados con cuatro o más delitos;2014;23
Mujeres;Española;De 18 a 20 años;Condenados con cuatro o más delitos;2013;6
Mujeres;Española;De 21 a 25 años;Total;2021;5.617
Mujeres;Española;De 21 a 25 años;Total;2020;4.513
Mujeres;Española;De 21 a 25 años;Total;2019;6.248
Mujeres;Española;De 21 a 25 años;Total;2018;6.769
Mujeres;Española;De 21 a 25 años;Total;2017;6.995
Mujeres;Española;De 21 a 25 años;Total;2016;6.482
Mujeres;Española;De 21 a 25 años;Total;2015;4.080
Mujeres;Española;De 21 a 25 años;Total;2014;3.639
Mujeres;Española;De 21 a 25 años;Total;2013;3.263
Mujeres;Española;De 21 a 25 años;Condenados con un delito;2021;4.472
Mujeres;Española;De 21 a 25 años;Condenados con un delito;2020;3.686
Mujeres;Española;De 21 a 25 años;Condenados con un delito;2019;5.021
Mujeres;Española;De 21 a 25 años;Condenados con un delito;2018;5.555
Mujeres;Española;De 21 a 25 años;Condenados con un delito;2017;5.845
Mujeres;Española;De 21 a 25 años;Condenados con un delito;2016;5.501
Mujeres;Española;De 21 a 25 años;Condenados con un delito;2015;3.532
Mujeres;Española;De 21 a 25 años;Condenados con un delito;2014;3.216
Mujeres;Española;De 21 a 25 años;Condenados con un delito;2013;2.913
Mujeres;Española;De 21 a 25 años;Condenados con dos delitos;2021;756
Mujeres;Española;De 21 a 25 años;Condenados con dos delitos;2020;579
Mujeres;Española;De 21 a 25 años;Condenados con dos delitos;2019;811
Mujeres;Española;De 21 a 25 años;Condenados con dos delitos;2018;790
Mujeres;Española;De 21 a 25 años;Condenados con dos delitos;2017;747
Mujeres;Española;De 21 a 25 años;Condenados con dos delitos;2016;654
Mujeres;Española;De 21 a 25 años;Condenados con dos delitos;2015;426
Mujeres;Española;De 21 a 25 años;Condenados con dos delitos;2014;332
Mujeres;Española;De 21 a 25 años;Condenados con dos delitos;2013;273
Mujeres;Española;De 21 a 25 años;Condenados con tres delitos;2021;207
Mujeres;Española;De 21 a 25 años;Condenados con tres delitos;2020;123
Mujeres;Española;De 21 a 25 años;Condenados con tres delitos;2019;218
Mujeres;Española;De 21 a 25 años;Condenados con tres delitos;2018;216
Mujeres;Española;De 21 a 25 años;Condenados con tres delitos;2017;193
Mujeres;Española;De 21 a 25 años;Condenados con tres delitos;2016;168
Mujeres;Española;De 21 a 25 años;Condenados con tres delitos;2015;71
Mujeres;Española;De 21 a 25 años;Condenados con tres delitos;2014;59
Mujeres;Española;De 21 a 25 años;Condenados con tres delitos;2013;57
Mujeres;Española;De 21 a 25 años;Condenados con cuatro o más delitos;2021;182
Mujeres;Española;De 21 a 25 años;Condenados con cuatro o más delitos;2020;125
Mujeres;Española;De 21 a 25 años;Condenados con cuatro o más delitos;2019;198
Mujeres;Española;De 21 a 25 años;Condenados con cuatro o más delitos;2018;208
Mujeres;Española;De 21 a 25 años;Condenados con cuatro o más delitos;2017;210
Mujeres;Española;De 21 a 25 años;Condenados con cuatro o más delitos;2016;159
Mujeres;Española;De 21 a 25 años;Condenados con cuatro o más delitos;2015;51
Mujeres;Española;De 21 a 25 años;Condenados con cuatro o más delitos;2014;32
Mujeres;Española;De 21 a 25 años;Condenados con cuatro o más delitos;2013;20
Mujeres;Española;De 26 a 30 años;Total;2021;5.571
Mujeres;Española;De 26 a 30 años;Total;2020;4.335
Mujeres;Española;De 26 a 30 años;Total;2019;5.960
Mujeres;Española;De 26 a 30 años;Total;2018;6.287
Mujeres;Española;De 26 a 30 años;Total;2017;6.360
Mujeres;Española;De 26 a 30 años;Total;2016;5.780
Mujeres;Española;De 26 a 30 años;Total;2015;3.790
Mujeres;Española;De 26 a 30 años;Total;2014;3.395
Mujeres;Española;De 26 a 30 años;Total;2013;3.053
Mujeres;Española;De 26 a 30 años;Condenados con un delito;2021;4.399
Mujeres;Española;De 26 a 30 años;Condenados con un delito;2020;3.461
Mujeres;Española;De 26 a 30 años;Condenados con un delito;2019;4.699
Mujeres;Española;De 26 a 30 años;Condenados con un delito;2018;5.050
Mujeres;Española;De 26 a 30 años;Condenados con un delito;2017;5.121
Mujeres;Española;De 26 a 30 años;Condenados con un delito;2016;4.794
Mujeres;Española;De 26 a 30 años;Condenados con un delito;2015;3.242
Mujeres;Española;De 26 a 30 años;Condenados con un delito;2014;2.916
Mujeres;Española;De 26 a 30 años;Condenados con un delito;2013;2.706
Mujeres;Española;De 26 a 30 años;Condenados con dos delitos;2021;770
Mujeres;Española;De 26 a 30 años;Condenados con dos delitos;2020;607
Mujeres;Española;De 26 a 30 años;Condenados con dos delitos;2019;816
Mujeres;Española;De 26 a 30 años;Condenados con dos delitos;2018;819
Mujeres;Española;De 26 a 30 años;Condenados con dos delitos;2017;809
Mujeres;Española;De 26 a 30 años;Condenados con dos delitos;2016;659
Mujeres;Española;De 26 a 30 años;Condenados con dos delitos;2015;426
Mujeres;Española;De 26 a 30 años;Condenados con dos delitos;2014;366
Mujeres;Española;De 26 a 30 años;Condenados con dos delitos;2013;272
Mujeres;Española;De 26 a 30 años;Condenados con tres delitos;2021;202
Mujeres;Española;De 26 a 30 años;Condenados con tres delitos;2020;150
Mujeres;Española;De 26 a 30 años;Condenados con tres delitos;2019;225
Mujeres;Española;De 26 a 30 años;Condenados con tres delitos;2018;196
Mujeres;Española;De 26 a 30 años;Condenados con tres delitos;2017;226
Mujeres;Española;De 26 a 30 años;Condenados con tres delitos;2016;184
Mujeres;Española;De 26 a 30 años;Condenados con tres delitos;2015;80
Mujeres;Española;De 26 a 30 años;Condenados con tres delitos;2014;73
Mujeres;Española;De 26 a 30 años;Condenados con tres delitos;2013;53
Mujeres;Española;De 26 a 30 años;Condenados con cuatro o más delitos;2021;200
Mujeres;Española;De 26 a 30 años;Condenados con cuatro o más delitos;2020;117
Mujeres;Española;De 26 a 30 años;Condenados con cuatro o más delitos;2019;220
Mujeres;Española;De 26 a 30 años;Condenados con cuatro o más delitos;2018;222
Mujeres;Española;De 26 a 30 años;Condenados con cuatro o más delitos;2017;204
Mujeres;Española;De 26 a 30 años;Condenados con cuatro o más delitos;2016;143
Mujeres;Española;De 26 a 30 años;Condenados con cuatro o más delitos;2015;42
Mujeres;Española;De 26 a 30 años;Condenados con cuatro o más delitos;2014;40
Mujeres;Española;De 26 a 30 años;Condenados con cuatro o más delitos;2013;22
Mujeres;Española;De 31 a 35 años;Total;2021;5.415
Mujeres;Española;De 31 a 35 años;Total;2020;4.205
Mujeres;Española;De 31 a 35 años;Total;2019;5.795
Mujeres;Española;De 31 a 35 años;Total;2018;6.067
Mujeres;Española;De 31 a 35 años;Total;2017;6.080
Mujeres;Española;De 31 a 35 años;Total;2016;5.576
Mujeres;Española;De 31 a 35 años;Total;2015;3.603
Mujeres;Española;De 31 a 35 años;Total;2014;3.241
Mujeres;Española;De 31 a 35 años;Total;2013;2.930
Mujeres;Española;De 31 a 35 años;Condenados con un delito;2021;4.132
Mujeres;Española;De 31 a 35 años;Condenados con un delito;2020;3.338
Mujeres;Española;De 31 a 35 años;Condenados con un delito;2019;4.548
Mujeres;Española;De 31 a 35 años;Condenados con un delito;2018;4.824
Mujeres;Española;De 31 a 35 años;Condenados con un delito;2017;4.914
Mujeres;Española;De 31 a 35 años;Condenados con un delito;2016;4.536
Mujeres;Española;De 31 a 35 años;Condenados con un delito;2015;3.035
Mujeres;Española;De 31 a 35 años;Condenados con un delito;2014;2.749
Mujeres;Española;De 31 a 35 años;Condenados con un delito;2013;2.546
Mujeres;Española;De 31 a 35 años;Condenados con dos delitos;2021;808
Mujeres;Española;De 31 a 35 años;Condenados con dos delitos;2020;552
Mujeres;Española;De 31 a 35 años;Condenados con dos delitos;2019;821
Mujeres;Española;De 31 a 35 años;Condenados con dos delitos;2018;838
Mujeres;Española;De 31 a 35 años;Condenados con dos delitos;2017;786
Mujeres;Española;De 31 a 35 años;Condenados con dos delitos;2016;709
Mujeres;Española;De 31 a 35 años;Condenados con dos delitos;2015;441
Mujeres;Española;De 31 a 35 años;Condenados con dos delitos;2014;374
Mujeres;Española;De 31 a 35 años;Condenados con dos delitos;2013;307
Mujeres;Española;De 31 a 35 años;Condenados con tres delitos;2021;263
Mujeres;Española;De 31 a 35 años;Condenados con tres delitos;2020;173
Mujeres;Española;De 31 a 35 años;Condenados con tres delitos;2019;189
Mujeres;Española;De 31 a 35 años;Condenados con tres delitos;2018;186
Mujeres;Española;De 31 a 35 años;Condenados con tres delitos;2017;199
Mujeres;Española;De 31 a 35 años;Condenados con tres delitos;2016;191
Mujeres;Española;De 31 a 35 años;Condenados con tres delitos;2015;85
Mujeres;Española;De 31 a 35 años;Condenados con tres delitos;2014;80
Mujeres;Española;De 31 a 35 años;Condenados con tres delitos;2013;44
Mujeres;Española;De 31 a 35 años;Condenados con cuatro o más delitos;2021;212
Mujeres;Española;De 31 a 35 años;Condenados con cuatro o más delitos;2020;142
